FOLIO,EDAD,SEXO,NSE,adophomo,matrimonio,Aborto
4360180,23,2,2,5,5,3
4360181,22,2,1,5,4,2
4360233,29,1,1,3,3,5
4360245,29,2,3,5,5,1
4360253,28,1,2,4,3,2
4360256,29,2,2,3,3,2
4360389,20,2,2,2,4,2
4360423,29,2,2,3,3,2
4360425,17,1,3,4,2,1
4360516,24,1,,4,2,2
4360600,29,2,2,5,5,3
4360634,20,2,3,4,4,1
4360669,24,1,3,4,4,2
4360671,27,1,2,2,3,4
4360674,29,1,2,4,4,3
4360675,22,1,2,4,4,3
4360754,20,1,2,2,3,4
4360802,22,1,3,3,2,3
4360848,16,2,,1,1,2
4360849,19,2,2,3,4,2
4360852,17,2,3,5,1,5
4360853,17,2,2,5,1,4
4360856,17,1,3,5,3,4
4360858,24,2,3,5,1,4
4360859,15,1,2,3,5,2
4360864,29,2,2,1,4,1
4360876,15,2,2,3,2,2
4360880,18,2,3,1,4,2
4360881,16,2,3,2,4,2
4360898,27,2,2,1,3,1
4360906,28,2,2,3,5,2
4360907,29,2,3,4,4,4
4360908,29,1,2,3,5,3
4360909,23,2,2,5,5,1
4360910,20,1,2,4,2,3
4360911,24,2,2,4,4,5
4360918,18,2,3,3,4,3
4360928,15,1,3,4,1,3
4360969,23,1,3,3,3,4
4360970,17,2,2,4,,3
4360971,26,2,,4,4,3
4360972,18,1,3,3,3,5
4360973,20,1,3,4,4,2
4360974,19,1,3,3,,1
4360975,29,2,2,3,3,2
4360976,21,2,2,1,3,5
4360978,26,2,3,5,5,1
4360979,16,2,3,4,5,4
4360989,26,2,2,5,1,2
4361001,20,1,3,4,5,4
4361009,28,2,2,4,3,5
4361023,22,2,3,2,4,1
4361025,17,1,2,2,2,4
4361026,28,1,3,2,4,4
4361027,19,2,3,2,2,4
4361029,24,2,3,5,5,5
4361030,22,2,3,3,5,4
4361031,19,1,3,3,3,2
4361032,24,1,2,5,3,1
4361039,22,1,2,5,4,4
4361043,19,1,2,5,1,2
4361069,25,1,2,3,4,2
4361074,23,2,2,5,1,4
4361076,16,2,2,1,3,5
4361081,25,2,2,5,2,4
4361108,15,1,2,2,4,3
4361109,16,2,2,5,4,4
4361110,26,2,2,5,2,4
4361111,21,1,2,5,2,4
4361120,27,1,3,1,4,4
4361131,16,1,3,4,1,3
4361132,19,1,3,4,4,5
4361152,16,1,,4,2,4
4361156,23,1,2,4,2,3
4361157,23,1,2,2,4,1
4361158,27,2,2,4,4,2
4361159,17,2,2,4,4,4
4361160,25,1,1,4,2,1
4361161,27,2,2,4,2,2
4361162,24,1,3,2,3,3
4361163,19,2,3,4,4,1
4361164,28,2,3,2,3,3
4361165,26,2,3,2,4,2
4361174,15,1,3,3,3,5
4361175,22,1,2,3,3,2
4361190,25,1,3,3,4,3
4361194,20,2,3,4,3,1
4361208,25,1,2,4,3,1
4361209,24,2,2,5,4,1
4361210,18,1,2,5,3,3
4361211,29,1,3,4,3,4
4361212,29,2,2,3,3,3
4361213,19,2,3,4,3,1
4361214,29,1,2,3,3,5
4361222,25,1,,5,3,3
4361268,29,1,3,2,2,5
4361269,20,2,3,2,1,2
4361270,25,2,3,2,5,2
4361271,24,2,2,4,4,
4361275,16,1,3,4,4,5
4361276,16,1,3,4,2,3
4361277,23,1,2,3,2,4
4361278,28,2,3,2,2,2
4361279,17,2,2,4,2,4
4361280,23,2,3,4,4,4
4361281,15,1,3,3,3,5
4361283,23,1,2,1,5,4
4361300,17,2,2,5,4,3
4361301,17,2,1,5,2,5
4361302,29,2,3,3,2,2
4361303,19,2,2,5,1,2
4361304,24,1,2,2,5,1
4361305,19,2,2,5,1,1
4361306,18,1,3,3,2,2
4361307,15,1,2,4,1,2
4361308,15,1,2,2,3,5
4361320,18,2,2,2,4,1
4361321,22,2,1,2,5,1
4361322,15,2,2,4,4,1
4361323,27,1,2,2,3,4
4361325,16,2,2,2,3,3
4361342,15,2,2,2,3,2
4361348,21,2,1,3,3,2
4361349,19,1,2,4,4,2
4361399,17,2,,4,4,2
4361400,22,1,3,4,4,5
4361401,27,1,3,2,4,5
4361402,16,1,2,4,4,4
4361403,16,1,3,4,4,2
4361446,29,2,2,4,3,4
4361451,26,1,2,4,3,2
4361452,29,1,2,4,3,4
4361453,22,2,2,3,3,2
4361454,16,2,2,4,4,1
4361496,18,2,3,4,4,1
4361499,18,1,3,3,4,5
4361509,28,2,1,1,5,2
4361514,25,1,2,5,1,4
4361519,15,1,2,3,5,2
4361528,20,2,2,1,1,3
4361691,18,2,3,3,4,2
4361692,23,2,2,4,3,1
4361773,29,2,1,5,2,1
4361774,15,1,2,4,4,2
4361797,20,2,2,2,4,2
4361798,20,1,3,1,2,4
4361799,27,1,1,3,3,1
4361800,29,1,2,5,2,3
4361801,22,2,2,5,2,4
4361804,29,1,1,2,4,1
4361806,29,2,2,4,4,1
4361807,29,2,2,5,2,1
4361809,17,2,2,5,3,4
4361811,29,1,1,4,2,5
4361832,26,1,2,4,3,5
4361840,29,2,2,5,3,5
4361841,19,2,2,5,3,4
4361842,18,1,3,4,4,2
4361874,16,2,3,4,1,2
4361934,27,1,,4,1,2
4361935,21,1,2,3,2,4
4361940,23,2,3,3,2,2
4361941,22,2,3,2,2,1
4361945,29,1,3,5,1,1
4361946,24,2,3,1,5,1
4362055,21,1,2,4,5,3
4362097,21,2,3,4,5,2
4362197,25,2,3,2,2,3
4362198,19,1,2,2,3,2
4362212,17,1,3,3,2,2
4362264,18,1,3,4,,2
4362278,18,1,3,3,3,4
4362284,27,1,2,3,3,4
4362285,27,1,2,3,2,4
4362288,21,1,1,5,3,3
4362289,24,1,1,2,4,2
4362290,24,1,2,4,1,5
4362291,18,2,3,2,3,2
4362292,29,1,2,1,4,5
4362316,20,1,3,5,5,4
4362317,24,1,,1,1,2
4362400,18,1,3,2,3,3
4362401,25,2,2,4,2,2
4362402,23,1,2,4,4,3
4362415,16,2,2,4,4,1
4362476,21,2,3,3,2,5
4362477,25,1,3,5,4,5
4362478,23,1,2,4,2,1
4362479,21,1,2,5,1,4
4362506,29,1,2,2,2,3
4362507,28,1,2,1,1,5
4362509,25,2,2,5,3,1
4362516,20,1,2,5,1,2
4362521,18,2,3,3,3,3
4362534,23,2,3,4,,5
4362535,27,1,3,,,1
4362543,25,1,2,3,2,5
4362553,24,2,,5,4,3
4362565,25,1,3,1,5,4
4362568,29,1,3,4,3,5
4362569,27,1,3,1,5,4
4362570,25,1,3,5,2,2
4362571,17,1,2,2,2,4
4362598,22,1,2,5,3,3
4362605,29,2,3,4,4,1
4362608,22,1,,4,3,4
4362609,19,2,2,2,3,4
4362611,19,1,3,5,1,2
4362612,28,1,2,3,4,2
4362613,29,2,3,4,2,5
4362614,21,2,3,4,1,5
4362657,23,1,2,4,2,4
4362658,17,1,2,4,1,2
4362659,16,2,3,3,3,1
4362660,28,1,2,1,3,2
4362670,18,2,2,4,4,4
4362671,15,1,1,4,5,2
4362672,23,2,2,1,5,5
4362680,18,1,2,5,2,1
4362695,17,2,2,5,1,3
4362742,18,2,2,5,3,2
4362752,17,2,1,4,2,5
4362753,16,1,3,4,3,2
4362763,26,2,2,5,2,1
4362768,23,1,3,4,4,3
4362769,23,2,3,3,3,1
4362770,19,2,3,4,2,4
4362773,15,2,3,4,4,2
4362774,24,1,2,5,1,
4362775,27,2,3,4,4,5
4362841,27,1,2,2,5,2
4362842,20,2,3,3,1,5
4362843,18,2,2,2,1,3
4362844,15,1,3,2,2,1
4362845,16,1,3,5,5,2
4362846,20,1,3,1,4,4
4362847,27,2,2,1,5,3
4362848,17,2,3,5,1,4
4362878,29,2,3,4,2,1
4362880,20,2,2,1,5,2
4362881,16,1,3,1,,2
4362882,28,2,3,1,,4
4362883,26,2,3,1,,3
4362884,21,1,3,1,1,3
4362885,22,2,2,1,5,4
4362892,28,2,,4,4,1
4362893,27,2,3,4,3,1
4362894,26,2,2,2,4,4
4362895,28,1,3,4,3,4
4362896,20,2,3,2,4,1
4362897,19,1,3,4,4,3
4362898,20,2,3,2,2,2
4362899,20,1,3,2,2,1
4362900,25,1,,2,2,2
4362901,19,1,3,4,4,4
4362923,22,2,2,5,2,4
4362937,15,2,2,2,2,2
4362947,28,2,1,2,5,4
4362948,15,1,2,4,4,2
4362949,29,2,2,2,4,1
4362950,16,2,1,4,4,4
4362951,19,1,2,4,3,5
4362967,28,2,3,1,1,5
4362969,17,1,2,5,4,2
4362970,29,1,2,3,4,3
4363002,23,2,3,5,5,4
4363003,24,1,3,1,4,2
4363004,22,1,,1,5,2
4363009,19,1,3,3,5,3
4363038,25,2,3,3,3,3
4363039,18,1,3,4,4,2
4363041,16,2,2,4,4,3
4363288,24,1,2,4,4,5
4363421,20,2,3,3,3,3
4363422,16,2,3,3,3,2
4363423,20,1,3,3,3,4
4363424,17,2,2,4,2,1
4363425,29,2,2,3,5,4
4363426,18,2,2,4,4,2
4363427,16,1,3,4,4,2
4363547,24,1,2,3,2,1
4363556,28,1,2,,4,2
4363564,28,2,3,2,2,2
4363684,18,2,,4,2,2
4363686,16,2,,5,5,1
4363705,25,1,3,3,2,4
4363768,17,1,2,4,4,2
4363772,18,1,2,,4,2
4363773,20,1,2,4,4,2
4363774,27,1,3,1,4,1
4363776,16,1,3,4,4,2
4363777,24,1,1,4,4,4
4363807,21,2,2,2,4,4
4363812,17,1,3,5,5,1
4363813,15,1,2,1,1,1
4363814,18,1,3,5,1,4
4363817,19,1,2,1,3,5
4363822,21,2,,5,1,5
4363886,28,2,2,3,2,4
4363891,26,1,2,4,3,2
4363905,19,2,3,3,1,2
4364032,29,2,3,5,2,5
4364089,15,1,3,3,2,1
4364091,21,2,3,4,1,2
4364093,21,1,3,4,2,3
4364094,21,1,3,4,3,2
4364095,21,2,3,4,3,4
4364105,17,1,2,5,3,3
4364106,17,2,3,,4,2
4364108,15,2,2,2,3,5
4364111,23,1,3,4,3,4
4364138,15,1,2,3,5,3
4364139,25,1,2,2,5,2
4364154,15,1,2,2,3,4
4364226,29,2,3,2,4,4
4364228,18,1,3,2,4,
4364240,29,1,2,2,2,4
4364297,16,2,2,2,3,4
4364312,28,2,2,5,4,2
4364314,29,1,2,4,3,5
4364316,16,2,3,5,1,2
4364317,20,2,2,2,4,4
4364319,16,2,2,4,2,5
4364320,23,2,2,2,4,4
4364327,23,2,2,2,3,4
4364334,21,1,3,4,4,5
4364335,27,1,2,5,2,2
4364336,20,1,3,2,1,2
4364337,22,2,1,4,2,1
4364338,29,2,3,4,2,3
4364339,23,2,3,2,4,4
4364365,23,1,2,3,3,2
4364381,23,2,2,5,2,4
4364388,28,1,2,5,3,5
4364391,29,1,3,4,4,5
4364475,29,2,3,4,1,4
4364564,22,2,2,3,1,2
4364625,17,1,3,5,4,2
4364626,15,1,3,4,4,2
4364627,15,1,2,4,4,4
4364628,15,1,3,2,2,2
4364632,22,2,3,3,3,1
4364633,26,2,3,4,4,2
4364634,26,2,2,2,2,
4364635,18,2,2,1,4,1
4364646,28,1,1,4,2,2
4364647,17,1,3,5,3,3
4364663,18,2,2,5,,5
4364673,29,1,2,5,5,1
4364675,27,2,3,4,4,2
4364676,15,2,3,5,2,
4364683,23,2,,4,3,5
4364684,23,2,2,4,4,1
4364685,16,1,2,4,3,4
4364687,29,2,2,4,4,1
4364708,27,2,2,3,2,5
4364718,19,2,3,5,4,4
4364719,24,1,2,4,4,3
4364800,29,2,2,2,2,2
4364801,24,1,1,2,,
4364813,25,2,2,4,2,1
4364814,17,1,2,4,4,2
4364815,16,1,2,4,2,1
4364828,28,1,3,4,4,4
4364842,18,2,2,5,4,1
4364870,29,2,,1,4,5
4364953,17,2,3,4,4,1
4364959,27,2,2,5,3,5
4364961,23,2,3,4,2,5
4365041,22,2,2,4,1,1
4365042,24,1,2,5,1,3
4365113,29,1,3,2,5,2
4365120,18,1,2,4,2,1
4365121,21,2,3,4,4,1
4365128,24,2,2,1,4,2
4365147,16,2,1,2,4,4
4365148,29,2,2,5,3,2
4365241,20,1,3,4,4,
4365242,16,2,3,2,2,4
4365243,17,2,3,4,2,1
4365244,29,2,2,4,2,1
4365254,26,1,3,3,3,2
4365256,18,1,2,4,4,2
4365257,16,1,3,1,5,4
4365258,26,1,3,3,5,5
4365260,20,2,2,3,4,3
4365261,18,2,2,5,2,
4365329,21,1,2,5,3,1
4365330,18,1,2,5,1,4
4365348,23,2,3,4,3,4
4365349,19,1,2,4,4,3
4365350,25,2,3,2,2,2
4365351,28,2,3,5,2,4
4365869,22,2,,1,4,2
4365870,22,1,,4,5,2
4365890,20,1,2,3,3,4
4366011,22,1,2,2,2,2
4366071,19,2,,5,3,1
4366094,28,1,3,4,3,2
4366095,25,2,3,3,4,4
4366096,23,2,2,4,3,1
4366140,20,1,3,4,3,3
4366141,17,2,3,4,4,2
4366145,23,1,2,2,4,2
4366163,16,1,,5,5,2
4366242,21,2,2,5,1,2
4366244,28,2,2,1,3,5
4366261,17,2,2,5,3,3
4366262,18,2,2,4,3,3
4366308,19,1,3,2,3,2
4366309,22,1,2,,3,4
4366379,27,2,2,4,4,4
4366395,20,2,3,5,4,3
4366401,26,2,2,4,4,4
4366421,22,1,2,2,4,1
4366430,28,2,2,5,5,5
4366437,26,1,3,4,4,5
4366592,16,1,,1,4,3
4366593,29,1,,5,,2
4366624,20,2,,,1,2
4366629,29,2,3,5,3,4
4366676,28,1,3,4,3,2
4366681,19,2,3,4,3,2
4366685,29,2,2,4,3,2
4366687,29,1,2,4,3,2
4366692,17,2,3,3,,1
4366693,25,1,3,4,3,3
4366694,26,1,3,4,3,4
4366695,27,1,2,4,4,
4366701,27,2,2,2,4,2
4366710,20,2,2,5,1,3
4366711,27,1,2,5,5,5
4366712,20,1,2,5,1,3
4366792,17,1,3,4,4,1
4366827,22,2,2,4,4,1
4366832,20,1,2,4,2,4
4366833,19,1,2,1,3,2
4366872,23,2,3,2,4,1
4366878,29,2,2,2,4,1
4366904,28,1,2,3,3,1
4366910,26,1,3,5,2,2
4366917,17,2,3,1,5,2
4366984,27,2,2,2,4,3
4366993,21,2,2,3,3,1
4367030,22,1,1,4,2,3
4367031,20,1,2,4,4,4
4367033,29,2,2,2,2,3
4367034,29,1,2,4,4,4
4367059,19,2,3,5,4,2
4367060,16,1,2,3,3,3
4367061,23,1,,3,4,2
4367062,16,1,3,4,2,2
4367064,26,2,2,1,2,3
4367068,29,1,3,2,4,2
4367071,19,1,2,2,,3
4367123,25,1,3,5,3,3
4367158,22,2,3,4,1,3
4367159,18,1,2,5,3,3
4367216,17,1,3,3,3,2
4367217,17,2,2,5,3,3
4367218,19,1,3,3,3,3
4367219,15,1,2,,,2
4367220,15,2,3,,,4
4367221,26,2,3,2,2,5
4367222,18,2,,4,3,1
4367223,18,1,2,4,4,2
4367231,17,1,2,5,2,4
4367249,20,1,3,1,3,4
4367280,17,1,3,4,4,1
4367283,17,2,2,5,3,3
4367284,18,1,2,2,4,4
4367286,21,2,2,4,2,2
4367288,27,2,3,4,4,2
4367292,25,2,2,4,1,4
4367293,20,1,2,4,5,1
4367294,17,1,3,,1,2
4367295,17,1,2,4,4,4
4367296,27,2,2,4,4,5
4367297,20,1,2,4,2,1
4367298,21,2,2,4,2,3
4367299,19,2,2,5,2,4
4367300,22,1,3,4,2,2
4367301,16,2,2,4,3,2
4367344,24,1,2,5,2,4
4367389,22,2,2,5,1,4
4367390,21,1,2,4,4,3
4367406,18,2,2,1,5,1
4367421,29,2,2,5,1,1
4367426,24,1,2,5,5,5
4367428,15,1,1,3,5,2
4367434,26,2,2,4,1,2
4367439,22,1,2,5,4,3
4367446,25,2,2,4,5,1
4367451,23,2,2,3,4,5
4367452,23,2,2,4,5,3
4367485,17,2,1,5,3,5
4367510,28,1,2,2,4,1
4367511,23,1,2,3,3,4
4367518,28,2,3,4,3,4
4367522,27,1,3,4,3,1
4367523,17,2,3,4,3,2
4367524,26,1,3,4,3,5
4367528,18,2,3,,1,3
4367529,24,2,2,4,2,2
4367532,24,1,2,5,1,5
4367533,25,1,2,5,2,3
4367534,29,2,1,4,4,2
4367535,19,2,2,4,4,5
4367536,24,1,2,3,3,2
4367539,21,2,2,5,2,2
4367550,27,2,2,4,4,2
4367552,19,2,2,4,3,4
4367554,26,2,2,5,3,4
4367556,21,2,2,3,3,4
4367566,15,2,,,,4
4367567,29,1,2,3,3,1
4367591,18,2,1,1,3,4
4367651,27,2,2,2,4,3
4367660,18,2,3,4,4,5
4367661,15,1,2,2,4,1
4367662,22,2,2,2,3,2
4367663,18,2,2,2,4,2
4367678,22,2,2,5,1,2
4367729,19,1,3,4,4,2
4367730,18,1,3,4,3,1
4367731,18,2,3,4,3,1
4367732,22,2,2,3,4,3
4367755,29,1,2,4,1,4
4367756,20,2,2,3,5,5
4367757,26,1,2,5,4,5
4367783,19,1,3,4,2,1
4367796,15,1,3,5,5,4
4367797,23,2,2,4,4,4
4367798,25,2,3,4,3,3
4367817,17,1,2,4,2,4
4367818,21,2,2,2,4,1
4367819,29,1,3,2,4,1
4367860,25,1,2,5,3,5
4367866,22,1,3,1,4,3
4367874,20,1,3,4,4,3
4367878,24,1,2,1,2,1
4367944,22,2,2,5,3,5
4367946,17,1,2,3,5,5
4368042,17,1,3,4,3,3
4368046,20,2,,2,5,5
4368251,25,2,2,4,3,1
4368252,15,1,2,4,3,1
4368253,22,2,2,5,5,1
4368270,27,2,2,3,4,2
4368271,16,2,2,4,4,5
4368291,27,2,2,5,2,4
4368316,24,2,2,5,3,2
4368317,24,2,2,3,2,1
4368318,20,1,3,4,3,3
4368319,17,2,3,5,4,1
4368320,21,2,2,5,3,5
4368321,21,1,3,5,4,5
4368322,20,1,2,5,2,4
4368329,20,1,3,4,3,2
4368351,27,1,2,4,3,2
4368352,22,1,2,3,5,5
4368353,19,2,2,5,2,5
4368354,23,1,2,5,4,2
4368355,21,2,3,4,1,4
4368395,27,1,2,2,4,4
4368401,16,1,2,1,4,3
4368402,22,2,3,2,4,3
4368423,21,2,3,4,3,2
4368426,27,2,3,5,2,4
4368427,20,1,2,5,2,1
4368440,21,2,3,3,3,1
4368441,26,2,2,2,4,5
4368445,17,1,3,4,2,4
4368446,16,2,3,4,2,4
4368477,15,2,3,4,2,4
4368478,19,1,3,4,3,5
4368479,29,1,2,4,2,4
4368480,29,2,2,4,4,2
4368491,26,1,2,2,3,1
4368513,28,2,3,4,1,4
4368514,23,1,1,5,3,4
4368520,28,2,,2,2,3
4368528,19,2,2,4,2,2
4368529,29,1,2,2,,1
4368530,18,2,2,4,2,3
4368540,25,1,2,3,3,3
4368561,20,2,2,2,2,1
4368595,29,2,3,3,3,3
4368596,21,2,3,5,5,2
4368686,18,1,3,4,4,2
4368690,16,2,2,4,2,4
4368713,18,1,3,,5,2
4368716,22,2,,4,3,4
4368727,27,2,2,1,1,5
4368758,26,2,2,4,3,2
4368770,20,2,3,2,4,3
4368773,27,2,3,5,3,2
4368827,17,1,,3,,1
4368828,23,2,2,5,5,4
4368829,16,1,,1,1,2
4368830,21,1,,1,4,5
4368831,22,1,3,4,2,3
4368861,19,1,2,,4,4
4368873,24,2,3,4,4,3
4368885,24,2,3,2,4,3
4368893,25,2,2,5,1,3
4368894,22,2,2,4,3,4
4368923,19,2,2,4,2,5
4368928,17,2,3,4,4,5
4368987,21,2,2,5,3,3
4368988,21,1,2,4,2,2
4369020,20,2,2,1,4,2
4369140,24,2,2,5,1,2
4369172,25,1,,1,3,1
4369190,22,2,3,3,3,2
4369256,18,2,3,5,2,3
4369302,29,2,3,2,4,1
4369303,19,1,2,1,3,1
4369322,19,1,1,3,1,2
4369360,25,2,3,2,4,2
4369400,17,2,3,4,2,2
4369403,17,1,3,2,4,1
4369415,19,2,3,4,2,4
4369416,22,2,2,1,1,1
4369417,26,2,3,2,4,3
4369418,20,2,3,4,4,5
4369419,25,1,1,4,3,3
4369444,26,1,3,4,1,2
4369451,23,2,,2,2,4
4369455,17,2,3,4,2,5
4369459,26,1,3,5,1,1
4369460,21,2,,3,3,4
4369499,19,2,3,5,4,3
4369500,29,2,2,5,5,4
4369503,19,2,3,4,1,4
4369504,27,2,3,3,5,1
4369505,19,1,,3,3,2
4369506,25,2,2,5,2,3
4369507,19,1,2,,,2
4369517,16,1,3,4,4,1
4369518,15,1,2,3,4,4
4369519,25,1,2,3,4,
4369520,19,1,3,5,3,4
4369521,22,2,3,,5,4
4369525,19,1,1,5,4,1
4369530,22,1,2,4,3,1
4369588,29,2,3,1,4,1
4369608,19,2,2,2,2,5
4369609,15,2,2,3,2,3
4369613,21,2,3,3,2,2
4369623,23,2,3,5,4,4
4369624,24,2,2,4,2,1
4369632,20,2,2,3,5,5
4369673,29,2,,3,1,1
4369676,18,2,3,4,2,1
4369677,25,2,3,2,4,3
4369678,22,1,3,,2,4
4369679,19,2,3,4,3,2
4369719,16,2,2,3,4,2
4369720,17,2,2,4,4,1
4369725,16,2,2,4,4,4
4369730,18,1,2,2,4,1
4369731,16,1,2,3,4,4
4369732,16,1,1,4,3,3
4369733,29,1,1,5,1,1
4369735,28,2,2,4,1,1
4369736,16,1,2,4,4,2
4369755,20,1,2,5,5,2
4369756,16,1,3,2,5,4
4369757,19,1,3,5,3,5
4369758,22,1,3,4,3,3
4369759,29,1,2,4,2,3
4369782,17,2,2,4,1,2
4369821,16,2,3,4,2,3
4369822,16,1,3,2,2,4
4369919,15,1,2,5,2,2
4369920,27,1,3,4,4,3
4369921,18,1,3,4,4,1
4369922,21,2,3,4,2,3
4369923,24,2,2,4,2,2
4369925,24,1,2,4,3,3
4369926,29,1,2,5,2,2
4369927,26,1,2,5,4,2
4369939,20,1,2,3,1,2
4369940,17,2,3,5,2,5
4369941,19,1,2,1,5,4
4369942,19,1,2,4,2,2
4369943,19,2,2,5,1,5
4369996,20,2,2,5,1,2
4369997,18,1,3,4,2,
4369998,19,2,3,4,3,2
4369999,17,1,3,3,3,3
4370019,29,1,2,5,1,1
4370083,20,2,,5,1,4
4370084,20,2,3,1,5,5
4370088,26,2,2,4,3,4
4370089,16,1,2,5,2,4
4370090,21,2,2,5,3,3
4370116,17,2,3,5,3,1
4370117,16,2,2,4,4,5
4370122,18,1,2,5,3,1
4370123,23,1,3,5,2,4
4370124,16,1,3,4,4,1
4370189,17,1,2,3,2,1
4370264,24,1,2,4,4,1
4370265,18,2,3,4,4,4
4370266,25,1,3,4,4,3
4370655,17,2,2,3,3,5
4370696,25,2,2,5,1,2
4370697,24,2,3,1,1,2
4370698,27,1,2,5,3,5
4370699,22,1,2,3,1,4
4370700,25,2,2,5,5,4
4370703,21,1,2,4,4,3
4370704,17,1,3,4,4,3
4370714,25,2,,4,4,2
4370719,24,1,3,4,4,
4370725,24,2,2,4,4,4
4370726,27,2,3,4,1,3
4370728,23,2,2,4,4,2
4370736,19,2,2,5,3,2
4370742,16,1,3,5,3,3
4370747,27,1,,5,3,2
4370749,25,1,2,4,2,2
4370750,29,1,3,3,4,3
4370786,22,2,3,5,3,5
4370787,16,1,3,4,4,4
4370790,28,2,3,1,4,4
4370803,27,2,2,5,5,3
4370804,20,2,3,4,5,2
4370805,16,1,3,2,4,
4370806,19,2,3,4,3,2
4370829,27,1,2,3,5,2
4370830,17,2,2,4,3,2
4370831,18,1,2,4,4,1
4370832,29,1,2,4,4,2
4370833,28,2,3,4,4,2
4370834,28,1,3,2,5,3
4370835,26,2,3,4,3,1
4370836,16,1,2,4,2,4
4370853,25,1,3,2,4,2
4370876,29,1,3,3,4,2
4370877,16,1,3,4,3,2
4370878,22,2,2,3,4,3
4370879,22,1,3,4,3,2
4370891,25,1,2,4,4,2
4370892,18,1,2,2,2,2
4370893,18,1,2,3,3,5
4370894,19,2,1,2,2,5
4370899,17,1,2,2,2,5
4370916,15,1,2,,,2
4370917,19,1,2,3,3,2
4370920,19,2,2,3,3,5
4370925,15,2,2,4,4,2
4370926,25,2,2,4,4,2
4370927,21,2,2,5,4,5
4370937,28,2,2,4,4,2
4370938,15,1,2,3,3,5
4370939,19,2,3,1,4,2
4370940,23,2,3,4,2,4
4370941,18,1,3,5,3,2
4370955,28,1,2,3,4,5
4370972,28,1,3,3,4,1
4370986,17,2,3,4,3,2
4370996,21,2,3,1,2,1
4371019,20,2,3,2,2,4
4371028,18,1,3,4,4,1
4371034,21,1,3,4,2,4
4371043,19,1,3,4,2,5
4371054,28,2,3,3,4,4
4371060,20,1,2,3,3,2
4371107,23,2,3,3,2,2
4371108,28,2,2,4,2,4
4371114,25,2,2,4,1,4
4371120,28,2,2,2,5,2
4371128,20,1,,4,4,2
4371151,25,1,,2,4,3
4371190,17,1,3,5,5,5
4371191,24,2,3,4,5,4
4371204,28,1,3,5,2,5
4371205,28,2,3,5,3,2
4371264,29,2,2,4,4,5
4371272,23,1,3,2,2,3
4371278,27,1,3,5,5,2
4371323,22,2,3,4,4,1
4371331,19,2,,1,4,1
4371337,15,2,2,4,4,3
4371339,26,2,2,3,2,3
4371355,19,1,3,5,3,1
4371357,22,1,3,3,3,2
4371380,25,2,3,2,5,1
4371384,26,2,3,4,1,2
4371426,18,1,3,2,2,2
4371465,29,2,2,2,3,1
4371466,16,2,2,4,4,1
4371468,26,1,2,2,3,1
4371475,20,2,3,4,4,5
4371510,18,1,,4,3,5
4371511,26,2,3,2,3,5
4371513,28,1,3,2,2,2
4371514,17,2,3,4,4,1
4371528,21,1,2,2,4,1
4371543,16,1,2,2,4,1
4371545,18,1,3,3,4,1
4371548,24,2,2,2,4,3
4371549,25,1,2,3,3,3
4371550,27,2,3,2,2,1
4371553,24,2,3,3,1,2
4371554,22,1,,5,5,2
4371622,19,2,,4,,2
4371624,22,2,3,1,5,2
4371626,16,2,2,4,1,5
4371630,15,1,2,1,4,5
4371641,27,1,3,2,4,3
4371642,22,2,3,4,3,1
4371643,28,2,3,1,2,4
4371644,15,1,3,4,4,4
4371646,18,1,3,2,4,4
4371647,19,2,3,3,2,5
4371648,28,2,3,5,4,1
4371649,18,2,3,4,4,4
4371651,17,2,2,4,4,5
4371653,16,1,3,4,4,5
4371654,19,1,3,4,2,4
4371663,27,1,2,3,3,2
4371670,19,1,3,2,2,2
4371675,21,1,,4,1,5
4371691,16,1,2,5,5,3
4371717,19,2,3,5,5,4
4371718,16,1,,4,4,5
4371719,24,1,2,1,4,3
4371720,16,1,2,5,5,3
4371722,15,1,3,3,4,4
4371723,19,2,2,5,3,3
4371725,18,1,3,4,4,1
4371726,19,1,3,5,3,2
4371729,28,1,3,2,4,1
4371730,17,2,3,4,4,3
4371731,28,2,3,3,2,2
4371732,20,2,2,5,1,2
4371733,26,2,3,5,5,1
4371761,24,2,2,4,4,4
4371762,23,1,2,3,3,1
4371763,27,2,2,4,3,4
4371764,29,1,2,1,4,4
4371765,29,1,2,4,4,4
4371766,18,1,2,4,2,4
4371774,17,2,3,4,2,4
4371775,29,2,3,4,2,1
4371776,19,2,3,3,2,5
4371777,21,2,2,4,3,4
4371781,20,2,2,4,2,1
4371782,29,2,2,2,3,1
4371783,20,2,2,4,2,4
4371784,23,1,3,4,4,1
4371785,18,1,3,4,1,1
4371787,20,1,3,2,2,1
4371790,19,1,3,3,5,3
4371805,15,1,2,1,,2
4371828,23,1,3,1,5,2
4371829,19,1,2,5,5,1
4371831,27,2,3,2,1,5
4371833,26,2,2,4,3,4
4371834,18,1,,2,4,4
4371838,24,1,2,5,5,4
4371839,22,1,3,4,4,1
4371840,27,2,2,1,4,5
4371841,20,2,2,4,4,1
4371842,24,1,3,2,4,2
4371843,29,2,2,4,3,4
4371844,29,1,3,3,4,
4371845,19,2,3,3,3,2
4371847,17,1,,5,4,3
4371848,25,2,3,1,3,3
4371849,20,1,3,3,3,4
4371850,23,1,2,4,4,4
4371851,15,1,2,2,5,5
4371853,29,2,2,2,4,2
4371860,27,2,2,4,2,4
