FOLIO,EDAD,SEXO,NSE,adophomo,matrimonio,Aborto
4371861,26,2,2,3,2,4
4371863,22,2,3,2,2,4
4371864,27,1,2,2,4,1
4371883,20,2,3,2,4,5
4371886,23,2,2,2,4,4
4371888,27,2,2,2,2,4
4371889,20,2,2,2,4,
4371905,17,1,3,1,2,5
4371906,25,1,2,5,1,1
4371907,19,2,2,5,1,2
4371924,19,2,3,3,,1
4371926,17,1,1,4,4,5
4371938,22,1,,1,2,3
4371939,16,1,3,1,1,2
4371940,28,2,,3,2,3
4371956,18,2,3,5,1,2
4371957,16,2,3,3,1,5
4371958,18,2,2,5,1,1
4371959,19,1,2,4,4,4
4371961,26,1,3,5,3,5
4371967,24,1,2,5,1,4
4371976,16,2,2,5,2,3
4371977,16,2,2,5,1,3
4371980,29,2,2,2,2,4
4371986,28,1,3,5,4,4
4372025,25,2,2,2,2,1
4372026,25,1,2,4,4,1
4372027,29,1,2,2,5,1
4372028,18,1,3,5,,2
4372037,28,1,2,2,4,3
4372059,16,2,3,4,2,3
4372062,26,2,3,4,3,3
4372064,18,2,3,4,4,4
4372065,27,2,3,1,5,1
4372085,17,2,3,5,3,2
4372088,20,1,2,5,5,5
4372089,20,1,,5,5,3
4372090,20,2,,5,3,2
4372091,26,2,2,5,5,3
4372092,26,2,2,5,1,2
4372093,16,2,3,5,3,2
4372094,22,2,3,3,1,4
4372107,18,2,3,2,2,2
4372119,18,2,,4,5,3
4372120,18,1,3,4,2,5
4372121,17,1,,4,2,1
4372144,22,1,3,4,4,1
4372150,29,1,3,3,3,2
4372151,17,2,3,1,4,2
4372152,19,2,3,2,2,2
4372153,21,2,2,3,2,1
4372154,15,1,3,4,3,2
4372155,22,2,,4,4,1
4372156,16,2,3,3,3,1
4372158,25,2,3,5,1,1
4372162,25,2,3,5,3,4
4372165,20,2,2,4,3,4
4372166,26,1,2,5,3,5
4372168,17,2,2,2,3,3
4372169,28,1,2,1,5,2
4372171,16,2,,5,1,1
4372187,28,2,1,3,4,4
4372244,20,1,2,4,3,5
4372245,16,1,3,4,4,1
4372246,16,2,2,5,2,2
4372247,19,2,2,3,4,5
4372248,18,1,3,4,3,4
4372249,17,1,2,5,3,4
4372265,23,1,2,3,3,4
4372266,26,2,,4,3,4
4372267,24,1,2,4,4,5
4372268,28,1,2,4,4,1
4372309,21,2,3,3,4,5
4372310,19,1,3,4,4,4
4372311,16,1,2,4,4,4
4372312,17,1,2,5,2,2
4372342,24,1,3,3,3,
4372453,26,2,2,4,2,2
4372455,17,2,2,2,2,5
4372456,18,2,2,4,3,1
4372457,29,2,2,3,3,1
4372458,27,1,2,2,4,3
4372598,17,2,2,4,2,4
4372599,19,1,3,4,4,2
4372693,21,2,1,2,2,1
4372694,15,1,2,3,2,1
4372751,19,1,3,4,4,3
4372752,16,1,2,4,5,4
4372753,18,2,3,5,5,4
4372754,29,2,2,3,3,2
4372795,20,2,2,4,4,1
4372796,23,1,2,2,5,2
4372797,26,1,2,4,2,2
4372798,23,2,2,1,5,3
4372799,20,2,2,4,4,5
4372800,22,1,2,4,5,1
4372838,29,1,2,4,4,3
4372839,20,2,2,2,5,3
4372841,17,1,2,4,4,5
4372842,26,2,2,3,5,2
4372843,16,2,2,4,2,5
4372844,29,2,2,2,4,4
4372849,20,1,2,3,4,3
4372850,15,2,3,2,3,5
4372851,20,2,3,2,2,4
4372852,16,2,2,2,4,2
4372893,23,1,2,4,4,1
4372983,20,1,2,4,4,3
4372984,29,2,2,4,2,3
4372985,25,1,3,2,3,2
4372986,23,2,2,5,3,5
4372987,16,2,2,3,3,3
4372988,22,1,2,4,4,1
4373127,22,1,2,5,1,1
4373128,20,2,1,5,1,1
4373129,23,2,2,5,4,4
4373130,22,2,1,5,2,3
4373131,24,2,2,5,,5
4373132,21,1,1,5,4,3
4373133,22,2,2,5,3,2
4373134,28,2,1,5,3,2
4373183,29,1,2,3,3,2
4373208,17,2,2,2,3,5
4373212,20,2,2,3,3,1
4373220,26,2,2,5,2,2
4373225,23,2,3,1,2,4
4373241,17,2,3,1,4,3
4373267,19,2,2,5,5,2
4373289,20,1,2,5,3,5
4373296,27,1,3,4,4,2
4373313,29,1,2,2,3,3
4373315,21,2,3,2,2,2
4373319,22,1,2,3,3,1
4373343,21,2,2,5,3,2
4373351,19,1,2,4,2,2
4373357,25,2,3,2,4,3
4373429,22,1,3,1,4,2
4373432,21,1,3,2,5,2
4373435,19,2,2,5,1,2
4373436,29,1,,2,3,2
4373437,21,1,3,5,5,2
4373507,25,2,2,4,4,2
4373508,28,2,2,4,4,2
4373509,29,2,2,4,3,3
4373517,28,2,2,1,5,5
4373518,24,2,,1,1,3
4373573,20,1,3,3,3,2
4373577,25,2,2,5,2,1
4373578,19,1,2,5,5,2
4373579,16,1,2,5,3,2
4373580,28,2,2,4,4,5
4373581,17,1,3,3,2,4
4373582,16,1,2,1,5,1
4373597,23,1,2,5,4,2
4373652,17,1,3,5,1,1
4373653,15,2,3,4,2,1
4373680,19,1,2,4,4,5
4373682,21,1,2,1,4,3
4373683,26,1,1,1,4,2
4373684,16,1,2,4,4,1
4373686,17,1,,4,4,4
4373687,18,2,,2,2,5
4373688,15,1,3,4,5,3
4373689,26,2,2,5,4,2
4373690,22,1,3,4,4,2
4373691,25,2,3,2,,2
4373692,20,1,2,4,3,3
4373694,29,1,2,4,4,1
4373710,19,1,2,4,2,1
4373714,21,2,3,5,3,1
4373715,18,2,3,,2,2
4373716,23,2,3,4,4,2
4373740,29,2,2,5,5,2
4373741,21,2,2,5,1,2
4373742,23,2,2,2,2,3
4373745,16,1,,5,3,
4373772,18,1,2,4,4,2
4373780,25,1,3,1,5,3
4373781,26,1,3,3,5,4
4373785,18,2,3,4,4,2
4373786,20,2,3,4,2,2
4373804,21,2,1,5,2,4
4373810,26,2,2,3,3,2
4373820,29,2,2,2,4,1
4373823,22,2,,2,4,2
4373826,25,1,2,4,3,3
4373827,21,1,3,4,2,4
4373828,22,2,,4,4,1
4373830,27,2,3,5,3,1
4373833,17,2,2,4,3,3
4373834,27,2,2,4,3,5
4373835,22,2,2,4,1,1
4373836,28,1,2,4,2,1
4373837,25,2,2,5,1,1
4373839,23,1,3,4,3,4
4373841,23,2,2,4,4,
4373896,26,2,1,2,2,3
4373897,21,1,3,4,4,5
4373898,27,1,2,2,2,4
4373899,21,1,3,2,2,2
4373900,29,2,2,2,2,2
4373902,20,1,2,4,2,1
4373903,19,1,2,4,4,3
4373912,23,2,3,4,2,4
4373917,16,1,2,2,2,5
4373918,20,1,1,2,2,4
4373919,15,2,3,4,3,1
4373920,17,1,3,2,2,1
4373921,16,2,3,3,4,1
4373922,26,2,2,4,2,2
4373925,20,2,,5,1,3
4373930,16,2,1,1,4,2
4373937,19,1,2,1,3,2
4373938,29,1,3,1,4,1
4373939,29,2,,5,1,5
4373949,22,2,2,1,3,3
4373950,15,2,2,4,4,1
4373981,26,2,,2,2,5
4373982,29,2,3,4,5,3
4373983,29,2,2,3,2,1
4373985,29,2,2,4,4,3
4373995,28,2,2,4,2,2
4373996,27,2,,3,2,1
4373997,28,1,2,,4,1
4373998,21,2,,2,2,2
4373999,29,2,3,4,2,4
4374000,17,2,,4,3,1
4374022,26,2,2,5,4,4
4374071,24,2,2,5,5,
4374072,21,1,3,5,1,2
4374073,27,2,2,1,1,1
4374074,29,2,2,5,,3
4374075,21,2,2,5,1,4
4374076,26,2,2,1,2,1
4374077,24,1,3,1,1,2
4374078,21,1,2,2,2,2
4374079,27,2,2,1,5,1
4374080,20,1,2,5,1,1
4374081,19,2,2,5,1,3
4374082,23,2,2,1,1,4
4374090,18,2,2,4,2,5
4374091,27,1,3,4,3,1
4374092,17,1,,4,2,2
4374093,17,2,2,4,2,5
4374104,16,2,,4,4,1
4374105,20,2,1,5,2,2
4374113,22,2,2,5,3,4
4374115,15,1,2,4,3,1
4374116,19,1,3,4,3,4
4374117,21,1,3,5,3,2
4374118,20,2,3,4,4,4
4374119,18,1,3,4,2,3
4374120,22,2,2,5,2,2
4374121,26,2,2,4,4,1
4374139,16,1,2,4,4,1
4374140,16,2,3,4,1,3
4374150,21,2,2,5,2,1
4374151,18,2,3,3,4,3
4374152,19,1,3,5,5,3
4374161,16,1,3,5,3,3
4374177,18,2,3,2,5,3
4374203,24,2,2,4,5,2
4374205,20,2,2,3,4,2
4374207,27,1,2,5,3,2
4374208,27,2,2,4,4,1
4374209,22,2,,5,4,1
4374215,24,2,3,,,4
4374216,27,2,3,4,4,2
4374217,26,2,2,1,4,1
4374218,23,2,3,4,,2
4374228,19,1,2,4,4,5
4374229,29,2,3,4,2,1
4374230,17,1,2,4,4,1
4374231,24,1,3,4,,4
4374250,19,2,3,2,4,3
4374252,25,1,3,2,5,1
4374254,29,1,2,1,5,1
4374260,17,1,3,2,2,1
4374261,28,2,2,5,5,2
4374262,20,2,3,5,4,3
4374274,28,1,3,2,1,1
4374275,28,2,2,4,1,2
4374276,24,1,2,3,2,2
4374277,29,1,2,3,3,1
4374278,25,1,2,3,2,2
4374280,23,1,1,5,2,4
4374283,19,2,2,3,3,3
4374286,22,2,3,2,2,2
4374287,18,2,3,2,4,4
4374288,24,2,3,2,4,2
4374289,24,2,3,2,4,1
4374325,29,2,1,5,1,1
4374326,28,1,2,5,3,4
4374334,25,2,3,2,4,1
4374335,19,2,3,3,4,4
4374336,23,2,3,2,5,4
4374337,18,1,3,2,5,4
4374339,22,1,3,4,2,2
4374340,20,2,3,5,1,1
4374341,18,1,2,1,4,2
4374344,22,2,2,5,1,2
4374345,18,2,3,5,1,4
4374352,19,2,2,3,4,5
4374369,25,2,2,1,1,2
4374382,25,1,1,5,1,3
4374383,18,2,1,5,5,2
4374384,24,1,,2,1,4
4374385,29,2,2,1,5,1
4374386,26,2,3,5,4,5
4374387,22,1,2,4,5,4
4374388,28,2,2,4,2,2
4374412,23,2,3,3,4,4
4374413,18,1,2,1,1,1
4374414,25,2,3,2,4,5
4374415,21,2,3,1,4,2
4374416,17,1,3,2,3,5
4374422,16,2,2,1,5,3
4374423,27,1,3,1,3,1
4374424,16,2,3,1,5,2
4374425,16,2,2,1,5,2
4374426,29,1,2,4,4,2
4374445,25,2,,2,2,5
4374487,19,2,3,5,1,3
4374488,20,1,2,5,2,2
4374489,28,2,2,5,4,1
4374490,16,2,2,4,5,1
4374491,19,1,2,,4,4
4374492,20,1,3,5,4,2
4374493,17,1,2,5,3,1
4374510,27,1,3,2,2,1
4374526,29,2,3,2,4,1
4374831,16,2,3,2,2,2
4374832,28,2,3,2,3,2
4374833,23,1,2,2,2,2
4374834,17,1,2,4,3,5
4374876,23,1,,5,5,2
4374877,24,1,,1,5,1
4374902,22,1,2,4,3,1
4374923,21,2,2,3,2,3
4374934,29,1,1,4,3,2
4374939,22,2,2,2,3,2
4375007,27,1,,,,2
4375008,23,2,2,5,5,3
4375009,23,1,3,3,4,2
4375010,29,2,3,1,4,2
4375011,22,1,3,3,3,1
4375029,25,1,2,5,5,1
4375033,28,1,3,5,3,2
4375034,19,2,2,5,4,1
4375035,29,1,2,5,1,4
4375036,21,2,2,5,3,4
4375037,29,1,2,5,2,1
4375038,25,2,2,5,3,2
4375039,21,2,2,5,5,3
4375040,28,1,3,4,2,1
4375154,16,1,3,2,2,2
4375203,25,2,2,5,3,2
4375260,27,2,2,2,2,5
4375313,16,2,3,1,4,3
4375314,17,1,3,,4,4
4375431,20,1,,5,5,5
4375436,17,2,2,3,5,2
4375439,24,1,3,4,5,2
4375444,29,1,3,2,4,2
4375445,29,1,2,4,4,3
4375450,17,1,2,2,4,3
4375454,25,1,3,1,4,
4375459,29,1,2,2,3,2
4375461,15,1,3,1,4,2
4375462,20,1,3,3,3,2
4375496,18,2,3,4,3,4
4375568,16,1,2,4,3,1
4375569,18,2,2,2,4,4
4375570,26,2,2,4,2,5
4375572,24,2,2,2,4,1
4375573,25,2,3,4,2,5
4375576,29,1,2,1,4,1
4375577,26,2,2,4,2,1
4375578,27,2,3,4,4,4
4375579,24,2,2,4,4,4
4375580,22,1,3,5,2,3
4375582,16,2,2,1,4,4
4375583,24,1,3,3,3,1
4375584,17,1,3,4,3,2
4375585,21,2,3,1,4,1
4375586,16,1,3,4,4,1
4375587,27,2,3,4,4,3
4375588,19,1,3,1,3,5
4375589,17,2,3,1,4,2
4375590,25,1,3,1,3,1
4375591,26,1,3,1,4,2
4375592,23,1,3,1,3,2
4375593,17,2,3,4,4,4
4375594,17,1,3,1,4,3
4375595,15,2,3,2,4,4
4375607,21,2,1,5,2,4
4375608,25,2,2,5,3,2
4375629,17,1,2,5,5,1
4375631,19,2,2,3,4,5
4375632,18,1,,4,4,
4375633,25,2,2,5,2,3
4375634,27,1,2,5,1,4
4375635,19,2,2,3,1,2
4375638,17,1,2,5,1,5
4375650,25,2,2,5,1,1
4375691,21,2,2,5,3,2
4375704,19,2,2,5,5,1
4375723,29,2,2,5,3,1
4375724,21,1,3,1,2,4
4375772,21,2,2,5,3,3
4375775,18,2,3,3,2,5
4375855,25,1,2,1,3,3
4375860,26,2,3,5,5,3
4375861,16,1,3,5,5,1
4375865,19,1,2,4,4,2
4375866,23,2,3,5,5,4
4375867,29,2,2,5,3,3
4375868,28,2,3,5,3,4
4375869,28,2,3,5,5,1
4375920,24,1,3,4,4,1
4375921,22,2,2,4,2,1
4375922,25,1,3,4,5,1
4375923,17,1,3,1,4,1
4375933,19,1,3,3,,2
4375974,23,1,2,5,3,2
4375993,20,1,2,3,3,1
4376070,18,1,2,3,3,4
4376095,26,1,2,4,4,1
4376141,17,2,2,4,3,1
4376142,23,1,2,3,5,2
4376143,17,2,2,4,5,1
4376150,17,2,3,4,4,2
4376151,17,1,2,3,4,1
4376152,22,1,2,3,4,3
4376153,24,2,2,4,5,2
4376154,25,2,2,4,5,2
4376163,27,1,2,1,5,2
4376198,16,1,2,4,4,4
4376199,16,2,3,4,3,2
4376200,18,1,3,4,2,4
4376201,28,2,2,2,4,2
4376368,26,1,2,5,2,3
4376390,16,1,3,1,2,2
4376397,29,1,2,5,2,2
4376399,21,1,3,3,2,2
4376412,19,2,2,5,2,2
4376413,29,2,2,2,2,2
4376416,26,1,2,2,1,1
4376428,25,1,3,4,2,4
4376431,16,2,2,5,2,4
4376455,29,2,2,4,5,2
4376465,26,1,3,4,2,3
4376466,20,2,2,4,5,2
4376467,28,2,2,5,5,5
4376468,22,2,2,1,4,4
4376471,24,1,3,2,2,5
4376500,28,2,1,4,4,2
4376506,26,2,3,4,3,4
4376530,22,1,2,4,4,2
4376550,19,2,3,2,2,3
4376607,29,2,1,5,1,1
4376627,16,2,3,4,2,1
4376628,23,2,2,5,5,3
4376629,28,2,2,5,5,2
4376630,22,1,2,5,4,2
4376693,23,1,3,4,4,1
4376694,27,1,2,2,4,5
4376695,18,2,3,4,4,5
4376696,19,2,3,4,2,5
4376701,17,1,3,2,2,4
4376702,22,1,2,3,1,3
4376725,28,2,3,4,2,3
4376738,28,2,3,2,2,1
4376739,22,2,2,2,,5
4376740,18,1,1,3,4,1
4376809,20,2,3,4,4,4
4376810,18,1,2,4,4,5
4376811,26,2,2,4,4,2
4376846,24,2,2,4,2,1
4376848,23,2,2,5,3,1
4376849,26,2,3,2,2,2
4376940,22,2,2,3,2,2
4376941,26,2,2,3,3,3
4376942,16,2,3,5,2,2
4376943,19,1,2,5,3,3
4376944,19,1,3,5,5,3
4376945,19,2,2,5,5,4
4376946,23,2,3,1,3,2
4376947,21,1,3,5,4,2
4376948,29,2,2,5,1,4
4376949,28,1,2,5,5,5
4376951,21,2,3,1,3,1
4376952,28,2,3,4,3,1
4376953,26,2,3,1,4,2
4376954,20,1,3,1,1,1
4376955,16,2,3,4,2,4
4376956,19,2,2,5,1,3
4376957,29,2,3,1,4,3
4376958,20,1,3,5,5,3
4376962,29,1,3,1,4,4
4376967,21,2,3,3,3,2
4376994,21,2,3,4,3,5
4376995,19,1,3,4,4,2
4376996,27,1,3,2,2,4
4376997,19,1,3,5,4,5
4376998,23,2,2,2,2,2
4376999,16,2,3,4,4,2
4377010,26,1,3,4,4,3
4377011,20,2,3,4,4,3
4377021,27,2,2,4,4,4
4377022,18,2,3,4,1,1
4377023,19,2,3,4,4,1
4377024,17,2,1,4,2,1
4377091,29,2,2,2,2,2
4377106,22,2,2,4,2,1
4377107,18,1,3,4,3,1
4377108,19,2,2,5,3,1
4377109,19,2,3,1,,2
4377137,27,1,3,5,4,4
4377149,29,2,2,2,1,4
4377162,28,2,2,3,1,1
4377163,28,2,3,3,3,2
4377164,15,1,3,5,5,4
4377166,27,1,2,3,3,5
4377167,28,2,1,3,3,2
4377168,19,1,3,1,3,5
4377170,18,2,2,5,2,1
4377171,16,2,3,4,3,5
4377193,28,2,2,4,2,2
4377195,22,1,2,3,5,2
4377196,16,2,2,5,2,2
4377197,20,2,2,4,3,1
4377198,29,2,1,5,3,1
4377200,29,2,1,4,3,2
4377201,19,2,,5,2,2
4377244,16,2,3,4,3,1
4377245,23,1,2,1,2,3
4377246,16,2,2,4,4,1
4377247,20,2,3,5,4,3
4377249,20,2,2,4,1,2
4377251,29,2,1,5,3,1
4377253,26,2,1,5,4,1
4377254,20,2,2,5,5,1
4377289,21,1,3,4,3,1
4377290,23,1,3,2,2,1
4377291,20,2,3,3,2,2
4377292,26,2,3,1,5,1
4377298,20,2,2,4,1,4
4377299,24,2,2,4,4,2
4377300,23,2,2,4,4,3
4377301,25,2,2,4,3,5
4377302,17,2,3,5,3,3
4377303,19,2,2,1,3,3
4377320,25,2,3,5,2,1
4377321,21,2,3,2,1,1
4377322,28,1,2,4,4,4
4377323,28,2,3,2,4,3
4377351,21,1,3,3,2,4
4377352,22,1,3,3,3,1
4377353,29,2,3,4,4,3
4377416,28,1,1,1,5,4
4377418,20,2,2,1,5,1
4377471,23,1,2,5,2,
4377850,27,2,2,5,2,2
4377851,23,1,2,1,5,5
4377852,26,2,1,5,1,4
4377854,24,1,2,3,3,5
4377954,25,2,2,3,4,3
4377955,26,2,2,4,4,1
4377956,29,1,2,3,4,2
4377957,25,1,2,3,4,1
4377958,21,1,2,5,5,1
4377959,23,1,2,5,4,3
4378040,21,1,3,5,5,1
4378041,19,1,2,5,3,1
4378042,25,2,2,4,1,2
4378043,26,1,2,4,2,5
4378044,17,1,2,3,4,1
4378045,17,1,2,5,2,2
4378080,17,1,2,5,1,1
4378081,20,2,3,3,3,2
4378082,16,1,2,3,3,1
4378230,20,1,3,2,,5
4378231,24,2,,2,5,3
4378232,26,1,2,1,1,2
4378269,20,1,2,3,1,2
4378273,27,1,3,2,4,5
4378279,25,2,2,1,5,2
4378284,29,1,2,3,2,1
4378296,28,2,2,3,4,4
4378297,17,2,3,2,4,3
4378464,16,1,3,4,3,3
4378483,19,2,2,2,4,3
4378485,26,2,3,3,4,2
4378486,28,1,3,3,3,1
4378487,15,2,3,2,4,1
4378488,23,1,2,3,5,1
4378489,20,2,3,4,4,4
4378492,25,2,3,4,4,3
4378493,22,1,,2,4,1
4378494,29,2,3,4,3,1
4378495,26,2,2,3,4,5
4378496,23,1,,2,2,2
4378546,21,1,3,1,1,3
4378574,27,2,3,4,3,1
4378575,20,2,3,4,2,5
4378608,23,1,3,4,4,5
4378609,25,2,3,1,4,2
4378619,26,2,2,3,4,2
4378622,20,2,2,4,1,3
4378624,21,1,2,4,1,4
4378626,26,2,2,4,4,1
4378658,27,1,2,1,2,3
4378704,16,1,3,2,,1
4378744,28,1,3,4,3,5
4378748,17,1,2,4,2,5
4378765,21,1,1,4,3,5
4378766,24,2,2,3,3,2
4378847,23,1,3,2,4,3
4378927,15,1,3,4,4,1
4378939,21,1,3,3,3,5
4378946,19,1,2,1,5,4
4378947,16,1,2,4,4,2
4378951,25,2,3,3,1,4
4378952,26,2,2,4,4,4
4378953,24,1,3,3,4,4
4378954,20,1,2,4,2,4
4378955,29,1,3,5,5,3
4378956,18,2,3,4,2,2
4379170,27,1,3,4,4,2
4379212,24,2,3,1,5,5
4379213,15,2,3,2,2,1
4379224,28,2,2,4,4,1
4379226,24,2,2,4,2,5
4379227,25,2,2,5,2,1
4379228,22,1,2,2,4,4
4379243,16,2,3,3,2,3
4379245,16,1,2,5,3,5
4379268,23,2,3,1,3,5
4379275,16,1,3,4,5,4
4379276,28,1,2,5,1,3
4379277,24,2,2,4,4,3
4379278,26,1,1,3,4,4
4379279,28,1,2,3,3,2
4379280,23,2,2,4,4,5
4379281,20,1,2,5,1,5
4379282,28,1,1,3,4,1
4379283,23,1,2,3,4,2
4379289,20,2,2,5,3,1
4379290,22,1,2,3,1,3
4379291,17,2,2,2,3,2
4379292,20,1,2,5,1,4
4379293,20,1,2,1,5,5
4379294,24,2,3,3,5,3
4379303,25,1,2,2,2,1
4379306,25,1,,5,3,2
4379307,29,1,3,3,3,2
4379334,22,2,2,5,5,1
4379335,19,2,3,5,1,1
4379336,19,2,3,1,5,5
4379337,26,1,3,1,3,2
4379338,16,2,2,5,1,1
4379339,28,2,3,3,1,5
4379340,21,1,2,5,3,1
4379345,17,2,3,5,1,1
4379353,26,1,3,2,2,5
4379356,23,2,2,1,3,
4379357,23,2,2,5,3,3
4379358,16,1,,4,3,1
4379359,18,1,3,4,4,4
4379379,15,2,2,3,4,2
4379405,28,1,,5,1,3
4379410,28,2,2,5,3,3
4379420,18,1,2,4,2,4
4379421,22,2,3,5,3,3
4379426,29,1,,1,3,
4379427,18,1,3,,4,4
4379433,19,2,3,4,4,2
4379439,28,2,2,4,4,2
4379448,25,2,2,4,2,5
4379456,29,2,2,2,3,5
4379457,20,2,3,4,4,2
4379462,27,2,3,2,4,5
4379463,29,2,3,4,2,2
4379464,22,2,3,2,2,5
4379465,17,2,3,4,4,4
4379469,21,2,3,4,2,5
4379470,15,2,3,4,4,5
4379471,23,2,2,2,4,2
4379475,17,1,2,2,4,2
4379476,21,2,2,5,3,4
4379477,16,1,3,4,4,2
4379512,29,2,3,4,4,2
4379513,28,2,2,1,3,4
4379517,26,1,3,3,3,
4379522,16,1,2,5,3,2
4379523,23,2,1,5,3,1
4379524,21,2,2,3,3,1
4379525,26,2,2,3,1,4
4379526,20,2,3,5,1,4
4379527,27,2,3,5,5,1
4379528,18,1,3,5,5,5
4379545,16,1,3,5,5,4
4379546,24,2,2,5,1,
4379551,26,2,3,4,1,5
4379667,19,2,2,4,3,3
4379678,22,2,2,2,3,2
4379688,27,2,3,4,4,2
4379689,23,2,3,5,2,2
4379690,22,1,3,4,4,1
4379691,29,2,3,1,4,2
4379692,16,1,2,4,4,2
4379728,27,2,3,3,1,3
4379729,29,2,3,2,5,1
4379730,29,1,3,4,2,5
4379731,19,1,3,3,1,1
4379732,17,1,2,4,3,1
4379733,17,1,2,2,2,2
4379734,27,1,,4,4,5
4379747,25,1,2,2,2,5
4379749,27,1,3,5,1,5
4379750,21,1,3,4,4,4
4379751,16,2,2,5,4,1
4379752,29,1,3,4,4,3
4379753,18,2,,4,4,2
4379895,17,2,2,5,4,3
4379938,15,1,2,4,3,4
4379939,22,2,3,4,3,5
4379940,29,2,1,3,3,4
4379950,18,1,3,2,3,5
4379953,20,1,2,4,3,2
4379986,22,2,1,4,4,5
4380041,22,1,3,3,3,2
4380048,15,1,3,2,3,1
4380106,19,2,2,5,5,4
4380108,23,2,2,4,3,3
4380109,17,1,2,4,,5
4380110,24,1,3,,4,3
4380139,21,2,2,5,1,5
4380149,26,2,3,3,4,5
4380150,19,1,3,1,4,1
4380151,25,2,3,2,4,1
4380152,19,2,3,3,3,3
4380155,21,2,2,3,3,1
4380174,28,2,3,3,4,5
4380187,23,2,3,3,3,5
4380189,19,1,3,3,3,2
4380191,17,2,3,4,2,2
4380231,24,2,3,5,2,2
4380232,22,2,3,5,2,4
4380233,19,1,2,4,3,4
4380236,16,2,2,5,3,4
4380237,19,2,2,5,3,
4380238,25,1,2,5,3,2
4380249,16,2,3,1,4,4
4380250,29,2,3,5,1,4
4380251,16,2,3,,4,4
4380296,27,2,1,3,5,2
4380297,26,2,2,4,4,4
4380298,24,1,2,2,5,5
4380301,27,1,2,5,1,5
4380304,23,2,2,4,5,3
4380306,22,1,2,4,2,3
4380307,23,2,1,4,3,2
4380308,19,1,2,4,3,1
4380309,18,1,3,2,4,4
4380312,18,2,1,5,1,3
4380382,25,1,3,4,3,2
4380383,23,2,3,4,3,3
4380384,23,2,3,4,3,3
4380385,19,1,3,,,3
4380386,17,2,3,5,3,2
4380387,23,2,2,4,3,5
4380397,27,1,3,4,3,4
4380406,17,1,2,5,3,5
4380408,28,1,2,5,3,3
4380409,24,2,2,5,3,3
4380455,29,2,3,5,3,4
4380479,23,1,3,3,1,3
4380489,21,2,2,5,2,5
4380492,23,1,2,5,3,2
4380493,21,1,2,3,3,4
4380496,22,1,2,5,3,2
4380500,19,2,2,5,4,2
4380512,19,1,1,4,3,3
4380591,17,1,2,5,1,4
4380592,16,2,2,4,4,3
4380593,17,1,2,4,4,3
4380655,16,2,3,5,1,2
4380931,21,2,3,3,3,3
4380933,17,1,1,5,3,3
4380981,17,1,2,4,4,4
4380982,15,2,2,4,4,1
4380983,15,2,2,3,4,2
4380984,25,2,2,4,2,4
4380985,26,2,2,2,2,5
4380986,21,1,2,2,2,4
4381025,23,1,2,5,4,3
4381028,21,1,3,5,2,4
4381029,16,2,2,4,,1
4381054,19,1,,4,4,2
4381063,26,1,3,2,2,1
4381064,22,2,3,2,4,1
4381065,26,1,1,2,4,2
4381066,17,2,2,4,2,3
4381067,27,1,2,4,2,1
4381186,27,1,3,2,4,1
4381226,28,2,3,2,2,2
4381228,16,1,3,4,2,4
4381322,16,2,3,4,3,2
4381365,16,2,3,4,3,2
4381377,24,1,2,4,2,2
4381378,21,2,2,4,3,2
4381381,29,1,2,4,4,4
4381382,18,1,3,4,2,3
4381383,18,1,2,2,4,5
4381384,29,2,2,2,2,
4381387,27,1,2,2,2,1
4381392,20,2,3,4,2,2
4381402,22,1,2,5,4,4
4381403,28,2,2,3,3,2
4381429,17,2,3,4,2,4
4381494,18,1,3,5,3,4
4381509,21,2,3,5,4,4
4381518,19,2,2,5,1,1
4381571,21,1,1,4,3,5
4381575,24,2,,4,4,3
4381576,19,2,2,5,,2
4381580,29,2,3,1,1,5
4381581,29,2,2,4,1,2
4381614,17,2,,4,4,2
4381615,25,2,2,3,2,1
4381680,28,2,2,4,2,3
4381747,17,1,2,2,2,1
4381770,29,2,3,4,4,5
4381775,22,1,2,4,3,5
4381827,29,2,2,1,4,4
4381828,18,1,,3,3,3
4381829,25,2,2,4,4,
4381830,22,2,2,4,4,5
4381945,15,2,3,4,2,5
4381946,21,1,3,3,2,4
4381947,24,1,3,1,1,2
4381948,28,2,3,4,2,1
4381949,18,2,3,,3,2
4381970,19,1,,3,4,2
4381971,22,1,3,2,2,4
4381972,19,1,2,3,2,2
4381973,16,2,2,4,4,2
4382018,24,2,1,5,5,1
4382044,25,2,3,3,4,1
4382045,21,2,3,4,4,3
4382046,22,2,2,2,3,4
4382047,20,1,2,4,3,4
4382115,18,1,1,4,3,3
4382213,19,1,2,4,3,5
4382214,20,2,3,4,4,2
4382215,28,2,2,4,4,5
4382216,29,2,3,2,2,1
4382239,26,1,3,2,2,3
4382241,21,1,2,4,3,2
4382246,21,2,1,5,5,2
4382247,27,1,2,2,1,4
4382248,29,1,2,1,4,1
4382249,28,2,2,4,3,4
4382250,19,2,2,4,3,3
4382251,22,2,2,5,2,4
4382278,22,1,2,4,,2
4382297,17,1,,4,2,4
4382301,17,1,3,2,3,1
4382315,21,2,3,5,5,4
4382316,29,2,2,5,3,4
4382317,27,1,2,3,4,4
4382325,20,2,2,4,4,2
4382326,24,1,2,5,4,3
4382332,15,1,3,3,3,5
4382344,27,2,2,3,4,5
4382366,22,2,2,5,3,3
